,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,asin,image,overall,reviewText,reviewTextClean,reviewTime,reviewerID,reviewerName,style,summary,unixReviewTime,verified,vote,sentiment
2934,4150,457595,457595,B00IUICQCE,,5.0,"I am not a sound editor, I'm just an enjoyer of music who cannot tolerate earbuds. These are so light weight. I'm a migraine sufferer and can't even wear headbands because of the pressure on my temples, and these do not cause any pain. The sound is super clear. I'd rather hear all instruments and the voices than be consumed by base. These do a great job balancing everything out. They aren't noise canceling, but they can drown out a lot of noise. You can hear a bit if you're sitting next to the person wearing them, but it's not horrible.  Storage is perfect. The ear pieces fold flat, and just wrap the cord around and zip them in their pouch. The pouch has hard sides so it provides decent protection of you carry them in your backpack or purse. I regularly carry mine in my purse and gym bag. Overall, I have zero complaints. I have always and will likely always be pleased with Bose products.",sound editor enjoyer music cannot tolerate earbuds light weight migraine sufferer even wear headband pressure temple cause pain sound super clear rather hear instrument voice consumed base great job balancing everything noise canceling drown lot noise hear bit sitting next person wearing horrible storage perfect ear piece fold flat wrap cord around zip pouch pouch hard side provides decent protection carry backpack purse regularly carry mine purse gym bag overall zero complaint always likely always pleased bose product,"03 25, 2015",A2L4M6H1A65AQD,Jessie Glover,"{'Color:': ' Mint', 'Product Packaging:': ' Standard Packaging'}",Comfortable. Gorgeous color. Amazing sound.,1427241600,True,3,1
1923,90,374244,374244,B00CORRXTS,,4.0,Don't plan on using the built in speakers. They suck. It's a cool idea for a cheap price. Don't expect super great quality for this price. It gets the job done though,plan using built speaker suck cool idea cheap price expect super great quality price get job done though,"04 23, 2017",A2N9JO607HVPC4,Elias Daniel Wolfer,"{'Color:': ' Brown/Black', 'Style:': ' No Bluetooth'}",Decent for the price,1492905600,True,,1
2391,1565,631162,631162,B0170AHVVS,,5.0,thanks,thanks,"03 2, 2016",A1ZEYMEXW6H0RI,saak melikyan,"{'Size:': "" 60 Mile 12' Cable""}",Five Stars,1456876800,True,,1
881,5663,465980,465980,B00JJ17I56,,5.0,Grandson loved this game. He had it out of the packing and hooked up to the Wii U before we knew it. He's enjoyed it a lot.,grandson loved game packing hooked wii u knew enjoyed lot,"01 7, 2015",A3DI8QF08ZU7BB,S. Gouker,{'Format:': ' Video Game'},As much fun as we expected,1420588800,True,,1
3020,800,31999,31999,B0007LCLPE,,5.0,EXCELLENT. Works great in my RZR,excellent work great rzr,"03 6, 2015",A3I24XL29F9U7A,becky mcnaughton,{'Package Type:': ' Standard Packaging'},Five Stars,1425600000,True,,1
40,3992,158942,158942,B0058P5S9A,,3.0,"Bit ""rough around the edges"".  Workmanship leaves something better to desire ... Does the job though.  Powder coating is fine but sheet bending needs more care.",bit rough around edge workmanship leaf something better desire job though powder coating fine sheet bending need care,"04 18, 2017",A1UT96ABZ7OVHL,SB Fremont,{'Style:': ' VIPER Z'},Does the job ...,1492473600,True,,0
2641,7346,357540,357540,B00BN0N01C,,4.0,"Got these as a Christmas present for the kids.  Easy to connect to Apple devices, sound is good and battery life is good.  Two minor issues.....kids wished they came with a case and they don't feel very durable......time will tell but I took off a star because they seem very ""plastic"".....  Way better value than the Beats.",got christmas present kid easy connect apple device sound good battery life good two minor issue kid wished came case feel durable time tell took star seem plastic way better value beat,"01 9, 2015",A3TUCBTLL5JPOH,jpogar,{'Color:': ' White'},"Not bad for the price, cheaper than Beats",1420761600,True,,1
1712,9516,104662,104662,B00112O1LA,,5.0,"Don't tell anyone, I would have paid twice as much. The most comfortable headphones ever! Very clean sound for everyday listening. Volume control on wire is super handy, fit like a glove, you will forget your wearing headphones, extreme bargain!",tell anyone would paid twice much comfortable headphone ever clean sound everyday listening volume control wire super handy fit like glove forget wearing headphone extreme bargain,"06 12, 2011",A33C9D8EM0IGB3,Francis Mcmaster,,Easy Listening,1307836800,False,,1
2623,4118,180696,180696,B003IT70L2,,5.0,Received fast and it works great.,received fast work great,"05 31, 2016",A29HURODP0I1SR,ElCapitan,{'Capacity:': ' 2 TB'},Five Stars,1464652800,True,,1
2825,703,677904,677904,B01G807M1U,,5.0,Several months in and this cable is still working good.,several month cable still working good,"03 8, 2018",A1K4UAWKG3AHQG,Anime Addict,{'Color:': ' 2-Pack 5ft / 1.5m'},So far so good,1520467200,True,,1
1766,6657,88338,88338,B0014D6NU8,,2.0,"We purchased Toshiba SD-P91S DVD player for our 5 year old to watch on driving trips.  It worked well for about 6-8 months - playing approx. 40 hours of video.  Now it has stopped working.  So far, Toshiba's Customer Service folks have not been too helpful.  I am hoping for better results from them as I continue to follow-up.

Follow-up.  Toshiba never responded in a useful manner to my multiple emails and phone calls.  I trashed the unit and bought a new (non Toshiba) portable DVD player.  I will avoid small electronics from Toshiba in the future.",purchased toshiba sd p dvd player year old watch driving trip worked well month playing approx hour video stopped working far toshiba customer service folk helpful hoping better result continue follow follow toshiba never responded useful manner multiple email phone call trashed unit bought new non toshiba portable dvd player avoid small electronics toshiba future,"07 2, 2009",A3SOL9UKTYUAEU,M. Greene,,Worked well - until it stopped working,1246492800,False,,0
2201,6147,325787,325787,B009JCL55Y,,4.0,"Initial testing with a net sourced write speed program indicated 1 of the 2 cards I ordered wasn't fast enough for raw video using magic lantern. In camera ML write speed test indicated the same. Actual raw video testing, both card worked fine, filling with no stoppage or errors. The indicated fps rate was approximately the same for both cards, in the low to mid 80 fps range.

Both Komputerbay 64gb cards I purchased work for 1980 x 1080p @ 25fps ML raw video.
----
Won't do 30fps at that res - or sound.
Had 1 instance of dropped frames.
Aligned partitions on cards in hopes of avoiding that in future.

Happy with cards. And price of cards.",initial testing net sourced write speed program indicated card ordered fast enough raw video using magic lantern camera ml write speed test indicated actual raw video testing card worked fine filling stoppage error indicated fps rate approximately card low mid fps range komputerbay gb card purchased work x p fps ml raw video fps re sound instance dropped frame aligned partition card hope avoiding future happy card price card,"07 8, 2013",ATDVUBQ37PCJ4,Doug,,Works well for 5d3 raw video,1373241600,True,3,1
2494,603,2913,2913,B00004ZCJI,,3.0,I don' expect much for the price !,expect much price,"03 25, 2015",A1NYW1HRNNGJX3,George M. Limle,"{'Size:': ' 77mm', 'Package Type:': ' Standard Packaging'}",Three Stars,1427241600,True,,0
749,1986,189202,189202,B003XN24GY,,5.0,"This fan worked great for me and I like it a lot but the following are some things that stuck out to me and my thoughts on fan itself:

The neck on this fan is really short. 3~4 inches and the picture you see depicted on Amazon is about as far as you can bend the neck. This fan works for me because my computer monitor has USB ports on one side and I can have it sticking straight out and tilted towards me and I feel the air flow.

The fan is quiet and I would compare the noise level, the feel of the fan blades and weight to a computer fan (the one that's inside your computer tower/CPU). .

I recommend this fan be used on a stationary monitor over using it with a laptop. I used it once on my laptop's usb port and I accidently hit the fan with the side of my palm and it hurt. since then I only use it on my stationary computer monitor at work.",fan worked great like lot following thing stuck thought fan neck fan really short inch picture see depicted amazon far bend neck fan work computer monitor usb port one side sticking straight tilted towards feel air flow fan quiet would compare noise level feel fan blade weight computer fan one inside computer tower cpu recommend fan used stationary monitor using laptop used laptop usb port accidently hit fan side palm hurt since use stationary computer monitor work,"06 28, 2014",A4BA6M0HBU56A,Romeo,{'Color:': ' Breeze Mobile'},Great fan for a computer monitor w/usb port,1403913600,True,,1
